"","SubID","MarkerID","AnnotType","Page","Xlocation","Ylocation","Xdim","Ydim","Filename","Annotation","Duration.sec","Consent"
"1",8681,"T35","Highlight",2,0.1307203,0.143362,0.6655174,0.2021132,"annot__2013_09_11_04_46_02.png","Annotation",NA,"Yes"
"2",8681,"T35","Highlight",3,0.5102385,0.4420111,0.1067824,0.04034049,"annot__2013_09_11_04_51_22.png","Annotation",NA,"Yes"
"3",8681,"T35","Recording",5,0.06393014,0.2980821,30,30,"annot__2013_09_11_04_55_51.m4a","Annotation 10",48,"Yes"
"4",8681,"T35","Text",2,0.5399261,0.08284656,0.270011,0.05036726,"","Have some variety with your references.",NA,"Yes"
"5",8681,"T35","Freehand",3,0.1412196,0.1844215,0.1814165,0.01166523,"annot__2013_09_11_04_50_43.png","Annotation",NA,"Yes"
"6",8681,"T35","Freehand",5,0.09528583,0.3070445,0.08879599,0.5512624,"annot__2013_09_11_04_57_25.png","Annotation",NA,"Yes"
"7",8681,"T35","Recording",5,0.553464,0.8234723,30,30,"annot__2013_09_11_04_58_17.m4a","Annotation 13",29,"Yes"
"8",8681,"T35","Recording",3,0.09789165,0.8711364,30,30,"annot__2013_09_11_04_52_43.m4a","Annotation 7",16,"Yes"
"9",8681,"T35","Highlight",2,0.1367444,0.08908295,0.7933941,0.6326203,"annot__2013_09_11_04_48_47.png","Annotation",NA,"Yes"
"10",8681,"T35","Text",3,0.0504518,0.4831362,0.1151316,0.03293244,"","Lab chart ",NA,"Yes"
"11",8681,"T35","Highlight",4,0.1210252,0.4503786,0.7134047,0.07700378,"annot__2013_09_19_06_20_47.png","Annotation",NA,"Yes"
"12",8681,"T35","Recording",5,0.06099405,0.5925204,30,30,"annot__2013_09_11_04_57_26.m4a","Annotation 12",33,"Yes"
"13",8681,"T35","Highlight",4,0.1999975,0.3165392,0.5449,0.4825547,"annot__2013_09_11_04_54_57.png","Annotation",NA,"Yes"
"14",8681,"T35","Recording",4,0.7161146,0.3359112,30,30,"annot__2013_09_11_04_53_43.m4a","Annotation 8",32,"Yes"
"15",8682,"T36","Highlight",3,0.8513529,0.3312077,0.1345084,0.1010289,"annot__2013_09_08_11_30_24.png","Annotation",NA,"Yes"
"16",8682,"T36","Recording",2,0.9457832,0.4490933,30,30,"annot__2013_09_08_11_45_22.m4a","Annotation 10",187,"Yes"
"17",8682,"T36","Recording",5,0.9480422,0.2986326,30,30,"annot__2013_09_08_11_56_41.m4a","Annotation 15",328,"Yes"
"18",8682,"T36","Highlight",5,0.04638297,0.8616508,0.8063306,0.05400192,"annot__2013_09_08_11_56_35.png","Annotation",NA,"Yes"
"19",8682,"T36","Recording",6,0.9397591,0.3537978,30,30,"annot__2013_09_08_11_49_36.m4a","Annotation 11",90,"Yes"
"20",8682,"T36","Highlight",5,0.06144321,0.1721314,0.8763607,0.1150986,"annot__2013_09_08_11_52_39.png","Annotation",NA,"Yes"
"21",8682,"T36","Recording",3,0.9728916,0.4280334,30,30,"annot__2013_09_08_11_30_25.m4a","Annotation 7",83,"Yes"
