"","SubID","MarkerID","AnnotType","Page","Xlocation","Ylocation","Xdim","Ydim","Filename","Annotation","Duration.sec","Consent"
"1",4422,"T17","Recording",6,0.1263364,0.1349659,30,30,"annot__2013_05_29_10_58_41.m4a","Annotation 6",39,"Yes"
"2",4422,"T17","Recording",3,0.06054687,0.3353392,30,30,"annot__2013_05_29_10_55_05.m4a","Annotation 2",9,"Yes"
"3",4422,"T17","Recording",3,0.09344161,0.4294676,30,30,"annot__2013_05_29_10_55_40.m4a","Annotation 3",19,"Yes"
"4",4422,"T17","Recording",2,0.07082648,0.4301967,30,30,"annot__2013_05_29_10_54_29.m4a","Annotation 1",26,"Yes"
"5",4422,"T17","Recording",4,0.0960115,0.1904389,30,30,"annot__2013_05_29_10_56_28.m4a","Annotation 4",21,"Yes"
"6",4422,"T17","Recording",5,0.1268503,0.7171469,30,30,"annot__2013_05_29_10_57_53.m4a","Annotation 5",36,"Yes"
"7",4423,"T05","Recording",1,0.4232456,0.1535711,30,30,"annot__2013_05_21_07_01_28.m4a","Annotation 1",95,"Yes"
"8",4424,"T20","Text",7,0.1648848,0.3987497,0.2837171,0.02700732,"","Great selection of references. well done. ",NA,"Yes"
"9",4424,"T20","Text",5,0.527241,0.6579691,0.3967928,0.04130532,"","Cross sectional area of the muscle will also affect variation between muscles.",NA,"Yes"
"10",4424,"T20","Recording",4,0.5436884,0.8342459,30,30,"annot__2013_05_15_08_59_42.m4a","Annotation 1",24,"Yes"
"11",4424,"T20","Text",6,0.1689967,0.2171794,0.6661184,0.04130532,"","As a consequence of mechanical summation. how a greater reduction in sarcomere length will might affect your result trend. ",NA,"Yes"
"12",4424,"T20","Recording",6,0.1283923,0.1155048,30,30,"annot__2013_05_15_09_02_07.m4a","Annotation 3",30,"Yes"
"13",4425,"T17","Recording",3,0.08418996,0.2976083,30,30,"annot__2013_05_30_11_20_18.m4a","Annotation 3",8,"Yes"
"14",4425,"T17","Recording",4,0.08727384,0.4827535,30,30,"annot__2013_05_30_11_21_27.m4a","Annotation 4",7,"Yes"
"15",4425,"T17","Recording",5,0.1253084,0.1777948,30,30,"annot__2013_05_30_11_22_47.m4a","Annotation 5",34,"Yes"
"16",4425,"T17","Recording",5,0.0857319,0.7437571,30,30,"annot__2013_05_30_11_25_04.m4a","Annotation 7",4,"Yes"
"17",4425,"T17","Recording",2,0.09344161,0.643078,30,30,"annot__2013_05_30_11_19_15.m4a","Annotation 1",20,"Yes"
"18",4425,"T17","Recording",3,0.08213404,0.1478766,30,30,"annot__2013_05_30_11_19_44.m4a","Annotation 2",13,"Yes"
"19",4425,"T17","Recording",5,0.1304482,0.3060796,30,30,"annot__2013_05_30_11_24_10.m4a","Annotation 6",19,"Yes"
"20",4426,"T19","Recording",6,0.8282621,0.3384479,30,30,"annot__2013_05_22_08_01_53.m4a","Annotation 5",39,"Yes"
"21",4426,"T19","Recording",5,0.7234101,0.2412093,30,30,"annot__2013_05_22_07_54_54.m4a","Annotation 3",54,"Yes"
"22",4426,"T19","Recording",7,0.1121162,0.1672018,30,30,"annot__2013_05_22_08_04_34.m4a","Annotation 7",28,"Yes"
"23",4426,"T19","Recording",6,0.1251371,0.6477082,30,30,"annot__2013_05_22_08_03_33.m4a","Annotation 6",50,"Yes"
"24",4426,"T19","Recording",7,0.1011513,0.5108833,30,30,"annot__2013_05_22_08_05_22.m4a","Annotation 8",33,"Yes"
"25",4426,"T19","Text",3,0.2546601,0.3025069,0.2508224,0.03600977,"","What are you stimulating?",NA,"Yes"
"26",4427,"T02","Text",5,0.5945724,0.3247464,0.05653783,0.02700732,"","Great",NA,"Yes"
"27",4427,"T02","Text",8,0.6156456,0.2602037,0.05653783,0.02700732,"","Good",NA,"Yes"
"28",4427,"T02","Text",3,0.7847451,0.1121316,0.05653783,0.02700732,"","Good",NA,"Yes"
"29",4427,"T02","Text",7,0.9122122,0.1938117,0.0442023,0.08419931,"","Not required in this detail ",NA,"Yes"
"30",4427,"T02","Text",3,0.3936061,0.4957944,0.05653783,0.02700732,"","Great",NA,"Yes"
"31",4427,"T02","Freehand",7,0.8623561,0.1795138,0.05962171,0.1259018,"annot__2013_05_17_01_07_18.png","Annotation",NA,"Yes"
"32",4427,"T02","Text",7,0.4244449,0.805051,0.05653783,0.02700732,"","Good",NA,"Yes"
"33",4427,"T02","Text",6,0.6434005,0.6790841,0.05653783,0.02700732,"","Good",NA,"Yes"
"34",4427,"T02","Text",6,0.5215872,0.445153,0.3402549,0.02700732,"","Great. but at what stimulus voltage was it done ? ",NA,"Yes"
"35",4427,"T02","Text",8,0.8191818,0.4913546,0.0390625,0.02700732,"","Ok",NA,"Yes"
"36",4427,"T02","Text",3,0.709704,0.32541,0.05653783,0.02700732,"","Good",NA,"Yes"
"37",4427,"T02","Text",2,0.6475124,0.8059162,0.05653783,0.02700732,"","Great",NA,"Yes"
"38",4427,"T02","Recording",8,0.5102796,0.7109877,30,30,"annot__2013_05_17_01_11_18.m4a","Annotation 19",42,"Yes"
"39",4427,"T02","Text",7,0.5873767,0.5993188,0.05653783,0.02700732,"","Good",NA,"Yes"
"40",4427,"T02","Recording",7,0.4871505,0.2108899,30,30,"annot__2013_05_17_01_07_36.m4a","Annotation 14",32,"Yes"
"41",4428,"T17","Recording",7,0.09292763,0.5365665,30,30,"annot__2013_05_30_10_10_58.m4a","Annotation 7",14,"Yes"
"42",4428,"T17","Recording",4,0.05283717,0.4164267,30,30,"annot__2013_05_30_10_07_51.m4a","Annotation 4",22,"Yes"
"43",4428,"T17","Recording",4,0.06208881,0.2186378,30,30,"annot__2013_05_30_10_07_22.m4a","Annotation 3",6,"Yes"
"44",4428,"T17","Recording",6,0.06465871,0.3311662,30,30,"annot__2013_05_30_10_08_45.m4a","Annotation 5",13,"Yes"
"45",4428,"T17","Recording",6,0.1186266,0.662006,30,30,"annot__2013_05_30_10_09_37.m4a","Annotation 6",21,"Yes"
"46",4428,"T17","Recording",3,0.08675987,0.308729,30,30,"annot__2013_05_30_10_06_29.m4a","Annotation 1",13,"Yes"
"47",4428,"T17","Recording",3,0.08932976,0.42073,30,30,"annot__2013_05_30_10_07_02.m4a","Annotation 2",7,"Yes"
"48",4429,"T25","Highlight",6,0.09320439,0.2396346,0.8588215,0.1707511,"annot__2013_05_23_03_22_05.png","Annotation",NA,"Yes"
"49",4429,"T25","Recording",6,0.1211965,0.378429,30,30,"annot__2013_05_23_03_22_18.m4a","Annotation 25",44,"Yes"
"50",4429,"T25","Highlight",2,0.4802315,0.746158,0.1238297,0.01823911,"annot__2013_05_23_03_13_20.png","Annotation",NA,"Yes"
"51",4429,"T25","Text",6,0.3900082,0.6890132,0.1058799,0.02700732,"","No worries. :)",NA,"Yes"
"52",4429,"T25","Highlight",6,0.09423235,0.3556072,0.8757828,0.3216743,"annot__2013_05_23_03_23_09.png","Annotation",NA,"Yes"
"53",4429,"T25","Highlight",6,0.8996394,0.1383571,0.0616381,0.1346089,"annot__2013_05_23_03_21_21.png","Annotation",NA,"Yes"
"54",4429,"T25","Recording",5,0.09344161,0.3759809,30,30,"annot__2013_05_23_03_18_57.m4a","Annotation 16",29,"Yes"
"55",4429,"T25","Recording",4,0.1078331,0.1562826,30,30,"annot__2013_05_23_03_16_45.m4a","Annotation 13",38,"Yes"
"56",4429,"T25","Recording",6,0.1206826,0.7890992,30,30,"annot__2013_05_23_03_25_49.m4a","Annotation 30",92,"Yes"
"57",4429,"T25","Recording",6,0.108861,0.2469669,30,30,"annot__2013_05_23_03_21_21.m4a","Annotation 22",18,"Yes"
"58",4429,"T25","Recording",2,0.5390626,0.726483,30,30,"annot__2013_05_23_03_13_49.m4a","Annotation 8",20,"Yes"
"59",4429,"T25","Highlight",5,0.07110324,0.3805636,0.8881184,0.2736172,"annot__2013_05_23_03_20_08.png","Annotation",NA,"Yes"
"60",4429,"T25","Recording",3,0.5853208,0.2956225,30,30,"annot__2013_05_23_03_14_41.m4a","Annotation 10",31,"Yes"
"61",4429,"T25","Freehand",2,0.188528,0.4512466,0.3813734,0.3022437,"annot__2013_05_23_03_13_47.png","Annotation",NA,"Yes"
"62",4429,"T25","Recording",5,0.1201686,0.6377136,30,30,"annot__2013_05_23_03_20_19.m4a","Annotation 19",16,"Yes"
"63",4429,"T25","Highlight",5,0.1004001,0.6303813,0.8752689,0.1564531,"annot__2013_05_23_03_20_56.png","Annotation",NA,"Yes"
"64",4429,"T25","Recording",4,0.6752673,0.2265811,30,30,"annot__2013_05_23_03_17_45.m4a","Annotation 14",33,"Yes"
"65",4429,"T25","Recording",3,0.7215255,0.3357363,30,30,"annot__2013_05_23_03_15_23.m4a","Annotation 11",30,"Yes"
"66",4429,"T25","Recording",1,0.5741159,0.3896204,30,30,"ann__2013_05_23_03_05_43.m4a","Annotation 3",15,"Yes"
"67",4429,"T25","Highlight",4,0.1260991,0.1418013,0.401379,0.02062211,"annot__2013_05_23_03_16_39.png","Annotation",NA,"Yes"
"68",4429,"T25","Text",1,0.4060444,0.3713507,0.1603618,0.02700732,"ann__2013_05_23_03_05_14.(null)","peak contractile force",NA,"Yes"
"69",4430,"T21","Recording",6,0.1007401,0.3974931,30,30,"ann__2013_05_26_05_52_01.m4a","Annotation 18",14,"Yes"
"70",4430,"T21","Recording",1,0.08470394,0.3630102,30,30,"annot__2013_05_26_05_43_56.m4a","Annotation 3",10,"Yes"
"71",4430,"T21","Recording",5,0.1089638,0.6400967,30,30,"ann__2013_05_26_05_51_19.m4a","Annotation 12",17,"Yes"
"72",4430,"T21","Text",3,0.7482525,0.3623465,0.0442023,0.02700732,"","mN",NA,"Yes"
"73",4430,"T21","Recording",6,0.1105058,0.1472782,30,30,"ann__2013_05_26_05_51_09.m4a","Annotation 10",6,"Yes"
"74",4430,"T21","Recording",6,0.1268503,0.2787402,30,30,"annot__2013_05_26_05_51_46.m4a","Annotation 20",7,"Yes"
