"","SubID","MarkerID","AnnotType","Page","Xlocation","Ylocation","Xdim","Ydim","Filename","Annotation","Duration.sec","Consent"
"1",1486,"T27","Text",1,0.7617873,0.550208,0.07538377,0.03600977,"","Good",NA,"Yes"
"2",1486,"T27","Text",4,0.5979989,0.2032804,0.07538377,0.03600977,"","Good",NA,"Yes"
"3",1486,"T27","Text",4,0.549342,0.2625906,0.4139254,0.03600977,"","The hypothesis is deemed a strong one if...""",NA,"Yes"
"4",1486,"T27","Recording",4,0.6089638,0.366913,30,30,"annot__2013_03_10_02_54_19.m4a","Annotation 21",23,"Yes"
"5",1486,"T27","Text",2,0.5431743,0.3175338,0.4207785,0.1694577,"","The atria receive blood whereas the ventricles are required to pump blood out of the heart and around the body. The ventricles therefore are required to push blood over long distances. Hence. the ventricles will have a greater muscle mass compared to the atria as the contractile force will need be greater to achieve its function.",NA,"Yes"
"6",1486,"T27","Text",3,0.1459704,0.7081462,0.5002741,0.07413775,"ann__2013_03_11_10_16_00.(null)","Figure 1. Depicts the ratio (ventricle/atria) between the weight of two chambers as a comparative analysis across three groups. ",NA,"Yes"
"7",1486,"T27","Recording",2,0.6336349,0.7909563,30,30,"annot__2013_03_10_02_50_27.m4a","Annotation 13",26,"Yes"
"8",1486,"T27","Highlight",3,0.1751645,0.5614594,0.5503015,0.3129672,"annot__2013_03_10_02_52_26.png","Annotation",NA,"Yes"
"9",1486,"T27","Recording",2,0.5932018,0.4854028,30,30,"annot__2013_03_10_02_40_25.m4a","Methods",50,"Yes"
"10",1486,"T27","Text",4,0.5034265,0.5750282,0.07538377,0.03600977,"","Good",NA,"Yes"
"11",1486,"T27","Recording",2,0.482182,0.186204,30,30,"annot__2013_03_10_02_45_30.m4a","Annotation 6",11,"Yes"
"12",1486,"T27","Recording",2,0.4150219,0.7946631,30,30,"annot__2013_03_10_02_48_48.m4a","Annotation 11",19,"Yes"
"13",1486,"T27","Text",3,0.4102247,0.2919158,0.07538377,0.03600977,"","Good",NA,"Yes"
"14",1486,"T27","Recording",5,0.5932018,0.315347,30,30,"annot__2013_03_10_03_03_00.m4a","Annotation 41",40,"Yes"
"15",1486,"T27","Recording",3,0.8296327,0.6991438,30,30,"annot__2013_03_11_10_16_33.m4a","Annotation 47",53,"Yes"
"16",1486,"T27","Text",4,0.4561403,0.443169,0.5030153,0.07413775,"","No. The bloods cells stored in the spleen appear purple because they are deoxygenated. This was in your lab manual. Make sure you read it.",NA,"Yes"
"17",1486,"T27","Recording",3,0.3307292,0.1018054,30,30,"annot__2013_03_10_02_51_33.m4a","Annotation 14",19,"Yes"
"18",1486,"T27","Freehand",3,0.1792763,0.09862804,0.2501371,0.48825,"annot__2013_03_10_02_52_14.png","Annotation",NA,"Yes"
"19",1486,"T27","Recording",5,0.4842379,0.1882537,30,30,"annot__2013_03_10_03_01_39.m4a","Annotation 39",29,"Yes"
"20",1486,"T27","Recording",4,0.4020011,0.8572813,30,30,"annot__2013_03_10_02_59_18.m4a","Annotation 36",44,"Yes"
"21",1486,"T27","Text",2,0.5116502,0.741178,0.3412829,0.03600977,"","Be careful with your choice of words",NA,"Yes"
"22",1486,"T27","Text",5,0.727522,0.2846328,0.2028509,0.03600977,"","Do not use websites",NA,"Yes"
"23",1486,"T27","Recording",5,0.3314145,0.3222313,30,30,"annot__2013_03_10_03_02_13.m4a","Annotation 40",40,"Yes"
"24",1486,"T27","Recording",4,0.5863487,0.7238333,30,30,"annot__2013_03_10_02_57_50.m4a","Annotation 35",34,"Yes"
"25",1487,"T20","Text",8,0.08245232,0.4779443,0.443051,0.0691757,"ann__2013_03_10_04_46_14.(null)","Texbooks and lecture notes are good sources. You may also look review articles available in library databases or from pubmed.com. ",NA,"Yes"
"26",1487,"T20","Text",2,0.5314955,0.6253183,0.1387747,0.02700732,"ann__2013_03_10_04_43_06.(null)","Good hypothesis. ",NA,"Yes"
"27",1487,"T20","Text",8,0.0801322,0.4162991,0.3453947,0.04130532,"ann__2013_03_10_04_46_03.(null)","You must be able to demonstrate the ability to use references and in text citations in your report. ",NA,"Yes"
"28",1487,"T20","Recording",8,0.114965,0.5989414,30,30,"annot__2013_03_10_04_47_10.m4a","Annotation 17",32,"Yes"
"29",1487,"T20","Text",2,0.06682861,0.2578098,0.103824,0.02700732,"ann__2013_03_10_04_42_49.(null)","Well written. ",NA,"Yes"
"30",1487,"T20","Text",7,0.2156996,0.1948205,0.3145559,0.02700732,"ann__2013_03_10_04_44_23.(null)","This will help to illustrate your answers better.",NA,"Yes"
"31",1487,"T20","Text",3,0.07755107,0.4559202,0.6558388,0.05560331,"ann__2013_03_10_04_43_22.(null)","Good but how is your results compared to the other groups? Were they consistent? Did the results confirmed your hypothesis? When writing results. you need to use values in your text and refer reader back to figures and tables",NA,"Yes"
"32",1487,"T20","Text",6,0.09549756,0.4515772,0.8470395,0.0691757,"","Again. there is no right or wrong answers since this is not a strong hypothesis. And. there can be many reasons that organs have similar colours. and when describing colours of the organs can be objective. ",NA,"Yes"
"33",1487,"T20","Text",8,0.09498366,0.2089062,0.8357319,0.0691757,"","This question requires you to explain the cardiovascular system in greater details. If you are explaining to someone who has no background on the cardiac system. you will need to describe in more details. ",NA,"Yes"
"34",1487,"T20","Text",7,0.0924136,0.3787977,0.8573191,0.09312113,"","Good try. however. your answer might be too brief and you could include more details in explaining. at the same time relating your experimental results to your explanations. You should also try to include supporting references to better illustrate your explaining. ",NA,"Yes"
"35",1487,"T20","Text",6,0.2196642,0.2308353,0.287829,0.02700732,"ann__2013_03_10_04_43_59.(null)","Colour description may also be objective.",NA,"Yes"
"36",1487,"T20","Text",2,0.05949327,0.1244735,0.1326069,0.04523026,"","Methods section.",NA,"Yes"
