"","SubID","MarkerID","AnnotType","Page","Xlocation","Ylocation","Xdim","Ydim","Filename","Annotation","Duration.sec","Consent"
"1",5518,"T02","Recording",3,0.5303249,0.8397407,30,30,"annot__2013_08_13_01_53_01.m4a","Annotation 7",25,"Yes"
"2",5518,"T02","Text",8,0.5856211,0.4203632,0.0390625,0.02700732,"","Ok",NA,"Yes"
"3",5518,"T02","Recording",9,0.4973361,0.2083416,30,30,"annot__2013_08_13_02_08_44.m4a","Annotation 20",6,"Yes"
"4",5518,"T02","Freehand",1,0.1319901,0.7446873,0.6661184,0.1004831,"annot__2013_08_13_01_51_21.png","Annotation",NA,"Yes"
"5",5518,"T02","Text",1,0.7379729,0.4813659,0.0390625,0.02700732,"","Ok",NA,"Yes"
"6",5518,"T02","Freehand",9,0.1186414,0.2187211,0.7749712,0.05005242,"annot__2013_08_13_02_08_44.png","Annotation",NA,"Yes"
"7",5518,"T02","Text",3,0.7061061,0.8623792,0.04317434,0.02700732,"","Ok ",NA,"Yes"
"8",5518,"T02","Text",8,0.8296348,0.2132808,0.06064967,0.02700732,"","Good ",NA,"Yes"
"9",5518,"T02","Text",6,0.4619654,0.1206679,0.3608142,0.02700732,"","Three different groups are represented here as well!! ",NA,"Yes"
"10",5518,"T02","Freehand",1,0.3360403,0.4916922,0.6352796,0.3479179,"annot__2013_08_13_01_49_48.png","Annotation",NA,"Yes"
"11",5518,"T02","Text",1,0.09899256,0.8515251,0.8655428,0.04130532,"","Haematocrit centrifuge was used for 3 mins at 10.000 rpm . Two. Other groups data was also collected and used to creat a graph . ",NA,"Yes"
"12",5518,"T02","Text",6,0.2096011,0.07737679,0.07709704,0.02700732,"","Sheeps! ",NA,"Yes"
"13",5518,"T02","Text",7,0.4609502,0.5779878,0.05653783,0.02700732,"","Good",NA,"Yes"
"14",5518,"T02","Text",7,0.4620157,0.4264842,0.2703536,0.02700732,"","How does this look in your results !?!? ",NA,"Yes"
"15",5518,"T02","Text",1,0.552426,0.7522334,0.3423108,0.02700732,"","Concentrations are important not liquid volumes ! ",NA,"Yes"
