"","SubID","MarkerID","AnnotType","Page","Xlocation","Ylocation","Xdim","Ydim","Filename","Annotation","Duration.sec","Consent"
"1",3654,"T24","Recording",6,0.2594572,0.4391955,30,30,"annot__2013_05_05_03_55_51.m4a","Annotation 11",9,"Yes"
"2",3654,"T24","Recording",6,0.1510074,0.2700026,30,30,"annot__2013_05_05_03_55_05.m4a","Annotation 10",43,"Yes"
"3",3654,"T24","Recording",6,0.3288446,0.5825726,30,30,"annot__2013_05_05_03_56_04.m4a","Annotation 12",39,"Yes"
"4",3654,"T24","Recording",5,0.4758429,0.8231904,30,30,"annot__2013_05_05_03_53_26.m4a","Annotation 8",18,"Yes"
"5",3654,"T24","Recording",3,0.7950247,0.3500343,30,30,"annot__2013_05_05_03_49_34.m4a","Annotation 2",11,"Yes"
"6",3654,"T24","Recording",2,0.475329,0.8849524,30,30,"annot__2013_05_05_03_48_55.m4a","Annotation 1",32,"Yes"
"7",3654,"T24","Recording",3,0.09652549,0.454092,30,30,"annot__2013_05_05_03_50_38.m4a","Annotation 4",34,"Yes"
"8",3654,"T24","Recording",5,0.2044614,0.3195832,30,30,"annot__2013_05_05_03_51_53.m4a","Annotation 6",15,"Yes"
"9",3654,"T24","Recording",4,0.2527755,0.2456451,30,30,"annot__2013_05_05_03_51_35.m4a","Annotation 5",13,"Yes"
"10",3654,"T24","Recording",5,0.1453536,0.5658265,30,30,"annot__2013_05_05_03_52_28.m4a","Annotation 7",27,"Yes"
"11",3654,"T24","Recording",6,0.1468956,0.1301999,30,30,"annot__2013_05_05_03_53_53.m4a","Annotation 9",62,"Yes"
"12",3655,"T20","Text",6,0.1611841,0.8411281,0.7134046,0.04130532,"","Good answer however. to justify this question. you should use results from your experiment to back up your answer. ",NA,"Yes"
"13",3655,"T20","Text",8,0.1792763,0.3265305,0.1110197,0.02700732,"","Great answer.",NA,"Yes"
"14",3655,"T20","Recording",8,0.1263364,0.2891969,30,30,"annot__2013_05_02_06_13_36.m4a","Annotation 18",76,"Yes"
"15",3655,"T20","Recording",8,0.09755345,0.444489,30,30,"annot__2013_04_30_08_18_29.m4a","Annotation 15",17,"Yes"
"16",3655,"T20","Recording",5,0.1504934,0.2826467,30,30,"annot__2013_04_30_08_17_50.m4a","Annotation 14",24,"Yes"
